Company,Car_name,Model_year,History,Kilometers,Registered in,Owner,Transmission,Registration,State,Fuel_Type,Mileage,Fuel_capacity,Seating_capacity,City,Price
Maruti,Wagon R 1.0 VXI AMT,2018,Non-Accidental,38557,22-Apr,2nd Owner,AUTOMATIC,DL-1C,DL,Petrol,20.5,35,5,Delhi,476299
Maruti,IGNIS DELTA 1.2 K12,2018,Non-Accidental,92618,22-Mar,1st Owner,MANUAL,DL-2C,DL,Petrol,20.9,32,5,Delhi,487099
Maruti,Baleno DELTA 1.2 K12,2020,Non-Accidental,28613,22-Sep,1st Owner,MANUAL,HR-26,HR,Petrol,21.4,37,5,Delhi,710399
Maruti,Celerio VXI CNG,2018,Non-Accidental,69576,22-Feb,2nd Owner,MANUAL,DL-9C,DL,Petrol + CNG,31.8,60,5,Delhi,475299
Maruti,Baleno DELTA 1.2 K12,2017,Non-Accidental,45032,22-Apr,1st Owner,MANUAL,UP-14,UP,Petrol,21.4,37,5,Delhi,547899
Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,2016,Non-Accidental,72477,22-Sep,1st Owner,MANUAL,HR-10,HR,Petrol,18.9,43,5,Delhi,434199
Maruti,Baleno ALPHA PETROL 1.2,2016,Non-Accidental,53335,22-Feb,1st Owner,NA,HR-26,HR,Petrol,21.4,37,5,Delhi,546099
Maruti,Baleno ZETA 1.2 K12,2017,Non-Accidental,47400,22-Jan,2nd Owner,MANUAL,HR-26,HR,Petrol,21.4,37,5,Delhi,520599
Honda,BR-V 1.5 i- DTEC S,2018,Non-Accidental,38362,22-Apr,1st Owner,MANUAL,HR-51,HR,Diesel,null,null,null,Delhi,941699
Maruti,Baleno ZETA 1.2 K12,2017,Non-Accidental,53807,22-Mar,1st Owner,MANUAL,DL-14,DL,Petrol,21.4,37,5,Delhi,566299
Hyundai,Creta 1.6 S AT CRDI,2018,Non-Accidental,40644,22-Nov,1st Owner,AUTOMATIC,HR-51,HR,Diesel,null,55,5,Delhi,1012499
Maruti,XL6 ZETA SHVS,2021,Non-Accidental,36951,22-Aug,1st Owner,MANUAL,UP-32,UP,Petrol,19,45,6,Delhi,989299
Maruti,S Cross SIGMA 1.5 SHVS,2021,Non-Accidental,9620,22-Apr,1st Owner,MANUAL,DL-7C,DL,Petrol,18.5,48,5,Delhi,941799
Hyundai,Creta 1.6 SX CRDI,2018,Non-Accidental,41223,22-Mar,1st Owner,MANUAL,DL-3C,DL,Diesel,19.7,60,5,Delhi,952199
Renault,Duster RXZ CVT 1.3 TURBO,2021,Non-Accidental,10233,22-Dec,1st Owner,AUTOMATIC,HR-36,HR,Petrol,16.4,50,5,Delhi,1465799
Maruti,Baleno DELTA PETROL 1.2,2017,Non-Accidental,17506,22-Nov,1st Owner,NA,UP-14,UP,Petrol,21.4,37,5,Delhi,575299
Hyundai,Creta 1.6 SX VTVT,2019,Non-Accidental,15440,22-May,1st Owner,MANUAL,UP-32,UP,Petrol,15.3,55,5,Delhi,1103599
Maruti,Alto K10 VXI OPT,2017,Non-Accidental,48441,22-Apr,1st Owner,MANUAL,DL-14,DL,Petrol,24.1,35,5,Delhi,360699
Maruti,Alto 800 LXI,2019,Non-Accidental,17149,22-Mar,1st Owner,MANUAL,DL-14,DL,Petrol,24.7,35,5,Delhi,339499
Maruti,Swift VXI,2019,Non-Accidental,48284,22-Jan,1st Owner,MANUAL,HR-19,HR,Petrol,22,37,5,Delhi,554599
Maruti,Baleno ZETA 1.2 K12,2019,Non-Accidental,53447,22-May,1st Owner,MANUAL,DL-1C,DL,Petrol,21.4,37,5,Delhi,650199
Hyundai,GRAND I10 NIOS SPORTZ 1.2 AT,2020,Non-Accidental,16160,22-Nov,1st Owner,AUTOMATIC,HR-98,HR,Petrol,21,37,5,Delhi,707199
Maruti,Baleno DELTA 1.2 K12,2016,Non-Accidental,45729,22-Nov,1st Owner,MANUAL,DL-14,DL,Petrol,21.4,37,5,Delhi,522299
Maruti,Alto 800 LXI,2019,Non-Accidental,58321,22-May,1st Owner,MANUAL,HR-26,HR,Petrol + CNG,24.7,35,5,Delhi,328899
Hyundai,Xcent BASE 1.2,2014,Non-Accidental,88737,22-Dec,2nd Owner,MANUAL,HR-26,HR,Petrol,19.1,43,5,Delhi,373599
Maruti,Swift VXI,2018,Non-Accidental,93871,22-Jun,1st Owner,MANUAL,DL-2C,DL,Petrol,22,37,5,Delhi,507899
Maruti,Vitara Brezza ZDI,2019,Non-Accidental,22050,22-Jun,1st Owner,MANUAL,UP-14,UP,Diesel,24.3,48,5,Delhi,882899
Ford,Ecosport 1.5 TITANIUM TI VCT,2019,Non-Accidental,14294,22-Mar,1st Owner,MANUAL,DL-2C,DL,Petrol,16.3,52,5,Delhi,846299
Maruti,XL6 ZETA SHVS,2019,Non-Accidental,37577,22-Dec,1st Owner,MANUAL,DL-5C,DL,Petrol,null,null,null,Delhi,871599
Maruti,Baleno DELTA 1.2 K12,2018,Non-Accidental,50893,22-Nov,1st Owner,MANUAL,HR-26,HR,Petrol,21.4,37,5,Delhi,551599
Maruti,Baleno DELTA 1.2 K12,2018,Non-Accidental,51337,22-Sep,1st Owner,MANUAL,DL-9C,DL,Petrol,21.4,37,5,Delhi,540199
Honda,Amaze 1.2 SX MT I VTEC,2014,Non-Accidental,93023,22-Aug,1st Owner,MANUAL,DL-1C,DL,Petrol,18,35,5,Delhi,419899
Maruti,Baleno DELTA PETROL 1.2,2018,Non-Accidental,34658,22-Aug,1st Owner,NA,DL-7C,DL,Petrol,21.4,37,5,Delhi,574199
Maruti,Baleno DELTA 1.2 K12,2018,Non-Accidental,39423,22-Aug,1st Owner,MANUAL,DL-12,DL,Petrol,21.4,37,5,Delhi,550549
Maruti,Swift VXI,2018,Non-Accidental,53724,22-Aug,1st Owner,MANUAL,DL-3C,DL,Petrol,22,37,5,Delhi,539099
Hyundai,NEW SANTRO SPORTZ 1.1,2018,Non-Accidental,27933,22-Dec,1st Owner,MANUAL,DL-12,DL,Petrol,20.3,35,5,Delhi,509899
Tata,Hexa Varicor 400 XMA,2018,Non-Accidental,76644,22-Dec,1st Owner,AUTOMATIC,DL-7C,DL,Diesel,21.4,50,5,Delhi,1086599
Maruti,Alto K10 VXI,2019,Non-Accidental,17811,22-Jan,1st Owner,MANUAL,DL-5C,DL,Petrol,24.1,35,5,Delhi,404969
Toyota,YARIS J MT,2021,Non-Accidental,8461,22-Mar,1st Owner,MANUAL,DL-10,DL,Petrol,null,null,null,Delhi,1084099
Maruti,Baleno DELTA 1.2 K12,2015,Non-Accidental,73790,22-Dec,1st Owner,MANUAL,DL-3C,DL,Petrol,21.4,37,5,Delhi,498399
Tata,Hexa Varicor 400 XMA,2018,Non-Accidental,67729,22-Aug,2nd Owner,AUTOMATIC,HR-26,HR,Diesel,21.4,50,5,Delhi,1124899
Maruti,S PRESSO VXI,2020,Non-Accidental,57636,22-Nov,1st Owner,MANUAL,HR-51,HR,Petrol,21.7,27,5,Delhi,411499
Maruti,Alto LXI,2021,Non-Accidental,12426,22-Oct,1st Owner,MANUAL,HR-26,HR,Petrol,22.1,35,5,Delhi,391199
Toyota,Etios V SP,2013,Non-Accidental,36015,22-Sep,1st Owner,MANUAL,HR-26,HR,Petrol,null,45,5,Delhi,390599
Ford,Ecosport 1.5 TITANIUM TI VCT AT,2017,Non-Accidental,39340,22-May,2nd Owner,AUTOMATIC,HR-29,HR,Petrol,15.6,52,5,Delhi,697599
Honda,WR-V 1.5 i-DTEC VX MT,2020,Non-Accidental,59848,22-Aug,1st Owner,MANUAL,HR-10,HR,Diesel,null,null,null,Delhi,1040199
Hyundai,Creta 1.6 SX AT CRDI,2018,Non-Accidental,40671,22-Jun,2nd Owner,AUTOMATIC,HR-51,HR,Diesel,17,55,5,Delhi,1311499
Toyota,Etios Liva V,2019,Non-Accidental,31645,22-Aug,1st Owner,MANUAL,DL-14,DL,Petrol,null,45,5,Delhi,496099
Maruti,Alto LXI,2020,Non-Accidental,10487,22-May,1st Owner,MANUAL,UP-14,UP,Petrol,24.7,35,5,Delhi,368299
Maruti,Baleno DELTA 1.2 K12,2019,Non-Accidental,26171,22-May,1st Owner,MANUAL,HR-42,HR,Petrol,21.4,37,5,Delhi,662699
Hyundai,Grand i10 MAGNA 1.2 VTVT,2017,Non-Accidental,32864,22-Nov,1st Owner,MANUAL,DL-8C,DL,Petrol,19.8,43,5,Delhi,506099
Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT OPT,2015,Non-Accidental,84475,22-May,1st Owner,MANUAL,HR-26,HR,Petrol,18.9,43,5,Delhi,430699
Maruti,Alto K10 VXI,2018,Non-Accidental,40324,22-Nov,1st Owner,MANUAL,DL-5C,DL,Petrol,24.1,35,5,Delhi,368899
Maruti,Baleno DELTA 1.2 K12,2019,Non-Accidental,25639,22-Apr,1st Owner,MANUAL,HR-26,HR,Petrol,21.4,37,5,Delhi,633799
Maruti,Alto K10 VXI,2018,Non-Accidental,23179,22-Aug,1st Owner,MANUAL,UP-14,UP,Petrol,24.1,35,5,Delhi,390299
Maruti,Alto 800 LXI,2018,Non-Accidental,41435,22-Sep,1st Owner,MANUAL,UP-16,UP,Petrol,24.7,35,5,Delhi,308399
Maruti,Alto K10 VXI,2017,Non-Accidental,66997,22-Oct,1st Owner,MANUAL,HR-29,HR,Petrol,24.1,35,5,Delhi,337799
Maruti,XL6 ALPHA SHVS  MT,2019,Non-Accidental,57244,22-Nov,1st Owner,MANUAL,HR-51,HR,Petrol,null,null,null,Delhi,959899
Hyundai,NEW SANTRO 1.1 SPORTS AMT,2019,Non-Accidental,69952,22-Mar,1st Owner,AUTOMATIC,DL-8C,DL,Petrol,20,35,5,Delhi,494399
Maruti,Vitara Brezza ZDI + AMT,2018,Non-Accidental,31812,22-Aug,2nd Owner,AUTOMATIC,HR-51,HR,Diesel,24.3,48,5,Delhi,938899
Ford,Ecosport 1.0 ECOBOOST TITANIUM +,2017,Non-Accidental,27972,22-Dec,1st Owner,NA,DL-3C,DL,Petrol,null,null,null,Delhi,839599
Maruti,Alto LXI,2020,Non-Accidental,4690,22-Nov,1st Owner,MANUAL,DL-2C,DL,Petrol,24.7,35,5,Delhi,377799
,,,,,,,,,,,,,,,
Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,2018,Non-Accidental,39637,22-Jan,1st Owner,MANUAL,UP-16,UP,Petrol,18.9,43,5,Delhi,500899
Maruti,S PRESSO VXI PLUS,2020,Non-Accidental,20342,22-Mar,2nd Owner,MANUAL,DL-5C,DL,Petrol,21.7,27,5,Delhi,412099
Skoda,Rapid STYLE 1.0TSI MT,2020,Non-Accidental,9770,22-Oct,1st Owner,MANUAL,DL-10,DL,Petrol,null,null,null,Delhi,1001099
Tata,ALTROZ XZ 1.5 RTQ,2021,Non-Accidental,22949,22-Aug,1st Owner,NA,HR-36,HR,Diesel,23,37,5,Delhi,808699
Hyundai,GRAND I10 NIOS SPORTZ CNG MT,2021,Non-Accidental,29011,22-Sep,1st Owner,MANUAL,HR-15,HR,Petrol + CNG,17.8,35,5,Delhi,781999
Hyundai,NEW SANTRO SPORTZ EXECUTIVE CNG,2021,Non-Accidental,78034,22-Feb,1st Owner,MANUAL,HR-36,HR,Petrol + CNG,null,null,null,Delhi,615599
Maruti,Swift LXI OPT,2017,Non-Accidental,47518,22-Nov,1st Owner,MANUAL,DL-1C,DL,Petrol,20.4,42,5,Delhi,448699
Maruti,Baleno DELTA 1.2 K12,2019,Non-Accidental,45859,22-Aug,1st Owner,MANUAL,DL-9C,DL,Petrol,21.4,37,5,Delhi,607099
Maruti,Baleno DELTA 1.2 K12,2017,Non-Accidental,41029,22-Nov,1st Owner,MANUAL,HR-51,HR,Petrol,21.4,37,5,Delhi,530099
Maruti,Alto K10 VXI,2018,Non-Accidental,32393,22-Nov,1st Owner,MANUAL,DL-1C,DL,Petrol,24.1,35,5,Delhi,372999
Hyundai,Creta 1.6 SX CRDI,2018,Non-Accidental,77443,22-Feb,1st Owner,MANUAL,HR-79,HR,Diesel,19.7,60,5,Delhi,961499
Maruti,IGNIS DELTA 1.2 K12 AMT,2017,Non-Accidental,28410,22-Dec,1st Owner,AUTOMATIC,UP-15,UP,Petrol,20.9,32,5,Delhi,512299
Maruti,Baleno ZETA PETROL 1.2,2020,Non-Accidental,37235,22-Dec,2nd Owner,NA,HR-29,HR,Petrol,21,37,5,Delhi,676399
Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,2016,Non-Accidental,74938,22-Oct,1st Owner,MANUAL,DL-1C,DL,Petrol,18.9,43,5,Delhi,453199
Maruti,Swift LXI,2018,Non-Accidental,42580,22-Aug,1st Owner,MANUAL,DL-3C,DL,Petrol,22,37,5,Delhi,500699
Volkswagen,Polo GT TSI 1.2 PETROL AT,2017,Non-Accidental,46133,22-Apr,1st Owner,AUTOMATIC,UP-53,UP,Petrol,17.2,45,5,Delhi,688399
Hyundai,Elite i20 ASTA 1.2 (O),2016,Non-Accidental,66930,22-May,1st Owner,MANUAL,DL-7C,DL,Petrol,18.6,45,5,Delhi,582099
Maruti,Alto 800 LXI,2018,Non-Accidental,24990,22-Mar,1st Owner,MANUAL,DL-5C,DL,Petrol,24.7,35,5,Delhi,342599
Maruti,Baleno ALPHA PETROL 1.2,2020,Non-Accidental,26001,22-Dec,1st Owner,NA,HR-51,HR,Petrol,21.4,37,5,Delhi,785899
Maruti,S PRESSO VXI,2021,Non-Accidental,12349,22-Feb,1st Owner,MANUAL,DL-1C,DL,Petrol,21.7,27,5,Delhi,439099
Hyundai,Creta 1.6 E + VTVT,2018,Non-Accidental,23571,22-May,1st Owner,MANUAL,DL-4C,DL,Petrol,15.3,60,5,Delhi,989499
Maruti,Vitara Brezza VXI,2020,Non-Accidental,13779,22-Jun,1st Owner,MANUAL,DL-12,DL,Petrol,17,48,5,Delhi,851399
Hyundai,GRAND I10 NIOS SPORTZ CNG MT,2021,Non-Accidental,33134,22-Jul,1st Owner,MANUAL,HR-81,HR,Petrol + CNG,17.8,35,5,Delhi,754599
Hyundai,Elite i20 ASTA 1.2 (O),2017,Non-Accidental,50347,22-May,2nd Owner,MANUAL,DL-7C,DL,Petrol,18.6,45,5,Delhi,615629
Maruti,Baleno ZETA PETROL 1.2,2019,Non-Accidental,31803,22-Jun,1st Owner,NA,HR-26,HR,Petrol,21.4,37,5,Delhi,710099
Maruti,Baleno DELTA 1.2 K12,2018,Non-Accidental,39903,22-Oct,2nd Owner,MANUAL,DL-7C,DL,Petrol,21.4,37,5,Delhi,541699
Maruti,Alto VXI PLUS,2021,Non-Accidental,8617,22-Dec,1st Owner,MANUAL,DL-2C,DL,Petrol,22,35,5,Delhi,416499
Mahindra,Scorpio S11,2021,Non-Accidental,14445,22-Mar,2nd Owner,MANUAL,UP-44,UP,Diesel,15,60,7,Delhi,1786599
Maruti,Swift VXI,2014,Non-Accidental,79066,22-Apr,1st Owner,MANUAL,DL-4C,DL,Petrol,20.4,42,5,Delhi,392299
Maruti,Alto K10 LXI CNG,2016,Non-Accidental,91467,22-Dec,1st Owner,MANUAL,HR-26,HR,Petrol + CNG,32.3,60,4,Delhi,333399
Hyundai,Xcent S 1.2,2015,Non-Accidental,36353,22-Jul,1st Owner,MANUAL,HR-26,HR,Petrol,19.1,43,5,Delhi,453599
Hyundai,Elite i20 ASTA 1.2 (O),2017,Non-Accidental,60259,22-Jul,1st Owner,MANUAL,UP-16,UP,Petrol,18.6,45,5,Delhi,686299
Hyundai,Creta 1.6 S,2015,Non-Accidental,49818,22-Aug,1st Owner,MANUAL,DL-1C,DL,Petrol,15.3,60,5,Delhi,781199
Mahindra,Thar LX  4WD AT CONVERTIBLE,2021,Non-Accidental,18128,22-Oct,1st Owner,AUTOMATIC,HR-21,HR,Petrol,null,null,null,Delhi,1631699
Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,2017,Non-Accidental,34913,22-Dec,1st Owner,MANUAL,DL-8C,DL,Petrol,18.9,43,5,Delhi,489899
Maruti,Baleno DELTA 1.2 K12,2016,Non-Accidental,22763,22-Nov,1st Owner,MANUAL,DL-8C,DL,Petrol,21.4,37,5,Delhi,536899
Maruti,Baleno ZETA 1.2 K12 AMT,2017,Non-Accidental,64182,22-Sep,2nd Owner,AUTOMATIC,HR-26,HR,Petrol,19.6,37,5,Delhi,551299
Hyundai,Creta 1.6 CRDI SX PLUS AUTO,2018,Non-Accidental,38406,22-Jun,1st Owner,AUTOMATIC,HR-26,HR,Diesel,17,60,5,Delhi,1270199
Maruti,IGNIS ZETA 1.2 K12,2018,Non-Accidental,45876,22-Jan,1st Owner,MANUAL,DL-8C,DL,Petrol,21.4,37,5,Delhi,503599
Maruti,XL6 ALPHA SHVS  MT,2020,Non-Accidental,70925,22-Feb,1st Owner,MANUAL,DL-12,DL,Petrol,null,null,null,Delhi,915699
Maruti,Vitara Brezza ZDI AMT,2019,Non-Accidental,31588,22-Dec,1st Owner,AUTOMATIC,DL-8C,DL,Diesel,24.3,48,5,Delhi,933499
Maruti,Alto LXI CNG,2021,Non-Accidental,21829,22-Aug,1st Owner,MANUAL,HR-10,HR,Petrol + CNG,31.5,60,4,Delhi,487099
Tata,NEXON XZ+ 1.5,2022,Non-Accidental,10412,22-Jan,1st Owner,MANUAL,HR-26,HR,Diesel,21.1,44,5,Delhi,1207299
Maruti,Swift VXI,2014,Non-Accidental,35393,22-Oct,1st Owner,MANUAL,HR-26,HR,Petrol,20.4,42,5,Delhi,451199
Maruti,Celerio VXI CNG,2018,Non-Accidental,99421,22-Aug,1st Owner,MANUAL,DL-1C,DL,Petrol + CNG,31.8,60,5,Delhi,475199
Maruti,Swift VXI,2015,Non-Accidental,62969,22-Jan,1st Owner,MANUAL,UP-80,UP,Petrol,20.4,42,5,Delhi,393299
Maruti,Alto K10 VXI AMT,2017,Non-Accidental,67975,22-Apr,1st Owner,AUTOMATIC,HR-16,HR,Petrol,24.1,35,5,Delhi,308299
Hyundai,Elite i20 SPORTZ 1.2,2017,Non-Accidental,47168,22-Apr,1st Owner,MANUAL,UP-15,UP,Petrol,18.6,45,5,Delhi,587899
Maruti,Alto 800 LXI,2018,Non-Accidental,22060,22-Jan,1st Owner,MANUAL,DL-2C,DL,Petrol,24.7,35,5,Delhi,342599
Mahindra,Scorpio S7 120 BHP 2WD,2018,Non-Accidental,42679,22-Mar,1st Owner,MANUAL,UP-72,UP,Diesel,N/A,60,7,Delhi,981899
Mahindra,Thar LX D 4*4 MT HT,2021,Non-Accidental,42608,22-Jun,1st Owner,MANUAL,HR-36,HR,Diesel,N/A,57,5,Delhi,1550899
Maruti,Baleno SIGMA PETROL 1.2,2019,Non-Accidental,38042,22-Jul,1st Owner,NA,UP-21,UP,Petrol,21.4,37,5,Delhi,562199
Maruti,Swift VXI,2015,Non-Accidental,34436,22-Jul,1st Owner,MANUAL,DL-1C,DL,Petrol,20.4,42,5,Delhi,425499
Maruti,Wagon R 1.0 LXI,2017,Non-Accidental,18705,22-Jan,1st Owner,MANUAL,DL-9C,DL,Petrol,20.5,35,5,Delhi,415599
Honda,WR-V 1.2 i-VTEC S MT,2017,Non-Accidental,59583,22-Jun,1st Owner,MANUAL,DL-10,DL,Petrol,17.5,40,5,Delhi,642599
Hyundai,Creta 1.4 S CRDI,2019,Non-Accidental,71968,N/A,1st Owner,MANUAL,HR-26,HR,Diesel,21.4,55,5,Delhi,896699
Hyundai,VENUE S MT 1.2 KAPPA,2021,Non-Accidental,6005,22-May,1st Owner,MANUAL,UP-85,UP,Petrol,17.5,45,5,Delhi,934399
Maruti,Ertiga ZXI Plus SHVS,2019,Non-Accidental,20426,22-Jun,1st Owner,MANUAL,DL-6C,DL,Petrol,19,45,7,Delhi,993099
Skoda,Rapid ACTIVE 1.0 TSI,2020,Non-Accidental,18906,22-Oct,1st Owner,MANUAL,DL-2C,DL,Petrol,null,null,null,Delhi,946699
Maruti,S PRESSO VXI PLUS,2020,Non-Accidental,13523,22-Dec,2nd Owner,MANUAL,DL-1C,DL,Petrol,21.7,27,5,Delhi,437699
Maruti,IGNIS DELTA 1.2 K12,2018,Non-Accidental,34337,22-Mar,1st Owner,MANUAL,UP-85,UP,Petrol,20.9,32,5,Delhi,458199
Maruti,IGNIS DELTA 1.2 K12,2018,Non-Accidental,29535,22-Jul,1st Owner,MANUAL,HR-13,HR,Petrol,20.9,32,5,Delhi,482099
Maruti,Swift LXI,2018,Non-Accidental,33878,22-Nov,1st Owner,MANUAL,DL-3C,DL,Petrol,22,37,5,Delhi,545299
Maruti,Swift VXI,2015,Non-Accidental,60643,22-Sep,1st Owner,MANUAL,DL-14,DL,Petrol,20.4,42,5,Delhi,415499
Volkswagen,TIGUAN HIGHLINE A/T,2018,Non-Accidental,75073,22-Jun,1st Owner,AUTOMATIC,DL-1C,DL,Diesel,16.7,71,5,Delhi,1941699
Ford,Ecosport 1.5 TITANIUM TI VCT,2017,Non-Accidental,38524,22-Nov,1st Owner,MANUAL,HR-26,HR,Petrol,15.6,52,5,Delhi,716999
Honda,Amaze 1.5 V CVT I-DTEC,2018,Non-Accidental,70270,22-Jun,2nd Owner,AUTOMATIC,DL-10,DL,Diesel,null,35,5,Delhi,638799
Hyundai,Grand i10 MAGNA 1.2 VTVT,2014,Non-Accidental,66283,22-Dec,1st Owner,MANUAL,UP-14,UP,Petrol,18.9,43,5,Delhi,373199
Maruti,Baleno DELTA 1.2 K12,2016,Non-Accidental,51070,22-Oct,1st Owner,MANUAL,DL-8C,DL,Petrol,21.4,37,5,Delhi,516499
Hyundai,Creta 1.6 SX AT CRDI,2018,Non-Accidental,39372,22-Aug,1st Owner,AUTOMATIC,HR-26,HR,Diesel,17,55,5,Delhi,1265799
Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,2017,Non-Accidental,18128,22-Apr,1st Owner,MANUAL,HR-26,HR,Petrol,18.9,43,5,Delhi,477220
Maruti,Alto 800 LXI,2017,Non-Accidental,20364,22-Nov,1st Owner,MANUAL,DL-5C,DL,Petrol,24.7,35,5,Delhi,308299
Maruti,Baleno ZETA 1.2 K12 CVT,2021,Non-Accidental,14602,22-Aug,1st Owner,AUTOMATIC,HR-98,HR,Petrol,19.6,37,5,Delhi,917399
Maruti,Baleno ZETA 1.2 K12 CVT,2021,Non-Accidental,9468,22-Mar,1st Owner,AUTOMATIC,DL-10,DL,Petrol,19.6,37,5,Delhi,948799
Ford,Ecosport 1.5 AMBIENTE TDCI,2017,Non-Accidental,107067,N/A,1st Owner,MANUAL,DL-12,DL,Diesel,22.3,52,5,Delhi,506599
Maruti,Alto 800 LXI,2018,Non-Accidental,19169,22-Feb,2nd Owner,MANUAL,DL-5C,DL,Petrol,24.7,35,5,Delhi,328699
Hyundai,GRAND I10 NIOS SPORTZ CNG MT,2021,Non-Accidental,8463,22-Nov,1st Owner,MANUAL,DL-8C,DL,Petrol + CNG,17.8,35,5,Delhi,785899
Skoda,SLAVIA STYLE 1.0 TSI MT,2022,Non-Accidental,11932,22-May,1st Owner,NA,HR-10,HR,Petrol,null,null,null,Delhi,1440699
Renault,Duster RXZ 1.3 TURBO MT,2022,Non-Accidental,7069,22-Feb,1st Owner,MANUAL,HR-98,HR,Petrol,null,null,null,Delhi,1311999
Maruti,Wagon R 1.0 LXI,2018,Non-Accidental,20567,22-Dec,1st Owner,MANUAL,DL-3C,DL,Petrol,20.5,35,5,Delhi,444999
Maruti,Baleno DELTA 1.2 K12,2019,Non-Accidental,43970,22-Mar,1st Owner,MANUAL,DL-10,DL,Petrol,21.4,37,5,Delhi,616499
Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,2016,Non-Accidental,47947,22-Jul,1st Owner,MANUAL,DL-8C,DL,Petrol,18.9,43,5,Delhi,432799
Maruti,Alto K10 LXI CNG,2015,Non-Accidental,74103,22-Oct,1st Owner,MANUAL,DL-9C,DL,Petrol + CNG,N/A,N/A,4,Delhi,308899
Hyundai,Grand i10 MAGNA 1.2 VTVT,2014,Non-Accidental,47940,22-Oct,1st Owner,MANUAL,DL-8C,DL,Petrol,18.9,43,5,Delhi,429699
Maruti,Alto VXI,2019,Non-Accidental,23009,22-Nov,1st Owner,MANUAL,UP-14,UP,Petrol,24.7,35,5,Delhi,398699
Maruti,Dzire ZDI Plus AMT,2017,Non-Accidental,24577,22-Jun,1st Owner,AUTOMATIC,DL-6C,DL,Diesel,28.4,37,5,Delhi,689599
Hyundai,Elite i20 SPORTZ 1.2,2017,Non-Accidental,85249,22-Nov,2nd Owner,MANUAL,UP-16,UP,Petrol,18.6,45,5,Delhi,547699
Renault,Duster RXZ CVT 1.3 TURBO,2021,Non-Accidental,10821,22-Oct,1st Owner,AUTOMATIC,DL-7C,DL,Petrol,16.4,50,5,Delhi,1438299
Renault,Kwid 1.0 RXT Opt,2019,Non-Accidental,7124,22-Jan,1st Owner,MANUAL,DL-3C,DL,Petrol,23,28,5,Delhi,388499
Hyundai,Grand i10 MAGNA 1.2 VTVT,2017,Non-Accidental,18042,22-May,1st Owner,MANUAL,DL-8C,DL,Petrol,19.8,43,5,Delhi,479899
Hyundai,Elite i20 SPORTZ 1.2,2015,Non-Accidental,85812,22-Aug,1st Owner,MANUAL,DL-9C,DL,Petrol,18.6,45,5,Delhi,493599
Maruti,Baleno DELTA 1.2 K12,2016,Non-Accidental,50160,22-Jul,1st Owner,MANUAL,DL-5C,DL,Petrol,21.4,37,5,Delhi,511599
Tata,Safari XM 2.0 KRYOTEC,2021,Non-Accidental,12819,22-Jun,1st Owner,MANUAL,HR-26,HR,Diesel,16.1,50,7,Delhi,1631999
Honda,WR-V 1.2 i-VTEC VX MT,2018,Non-Accidental,38264,22-Apr,2nd Owner,MANUAL,HR-26,HR,Petrol,17.5,40,5,Delhi,721649
Maruti,Baleno DELTA 1.2 K12,2019,Non-Accidental,46520,22-Jan,1st Owner,MANUAL,DL-12,DL,Petrol,21.4,37,5,Delhi,606199
Honda,City ZX CVT,2017,Non-Accidental,27601,22-Apr,1st Owner,AUTOMATIC,DL-3C,DL,Petrol,18,40,5,Delhi,1034199
Hyundai,Creta 1.6 SX (O) CRDI,2018,Non-Accidental,60418,N/A,2nd Owner,MANUAL,UP-16,UP,Diesel,19.7,55,5,Delhi,949699
Hyundai,Creta 1.6 SX AT CRDI,2018,Non-Accidental,57801,22-Sep,2nd Owner,AUTOMATIC,UP-16,UP,Diesel,17,55,5,Delhi,1222199
Maruti,Alto 800 LXI,2018,Non-Accidental,32198,22-Jul,1st Owner,MANUAL,HR-51,HR,Petrol,24.7,35,5,Delhi,338599
Honda,City ZX CVT,2021,Non-Accidental,8173,22-Jul,1st Owner,AUTOMATIC,DL-11,DL,Petrol,N/A,40,5,Delhi,1495149
Maruti,Baleno ALPHA PETROL 1.2,2015,Non-Accidental,56070,22-Dec,1st Owner,NA,DL-5C,DL,Petrol,21.4,37,5,Delhi,484799
Maruti,Celerio VXI CNG OPT,2018,Non-Accidental,57050,22-Feb,2nd Owner,MANUAL,DL-9C,DL,Petrol + CNG,30.5,60,5,Delhi,456299
Maruti,Vitara Brezza ZXI+ DUAL TONE,2020,Non-Accidental,28347,22-Jun,1st Owner,MANUAL,UP-53,UP,Petrol,18.7,48,5,Delhi,953399
Hyundai,Grand i10 SPORTZ O 1.2,2018,Non-Accidental,31410,22-Jan,1st Owner,MANUAL,DL-11,DL,Petrol,19.8,43,5,Delhi,497499
Maruti,Baleno DELTA 1.2 K12,2016,Non-Accidental,48599,22-Apr,1st Owner,MANUAL,DL-2C,DL,Petrol,21.4,37,5,Delhi,522119
Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,2019,Non-Accidental,43686,22-Jan,1st Owner,MANUAL,HR-83,HR,Petrol + CNG,20,43,5,Delhi,520599
